0.11920326	0.034148905
0.12691629	0.034739509
0.13462932	0.03122884
0.14234236	0.029879769
0.15005539	0.028348794
0.15776843	0.026827255
0.16548146	0.026582124
0.1731945	0.025678713
0.18090753	0.025621764
0.18862057	0.026261069
0.1963336	0.02485588
0.20404662	0.021872286
0.21175966	0.019518653
0.21947269	0.01712372
0.22718573	0.015700839
0.23489876	0.014299378
0.2426118	0.013086088
0.25032482	0.012031489
0.25803787	0.011051286
0.26575089	0.010284611
0.27346393	0.0095240362
0.28117695	0.0088125346
0.28889	0.0082496898
0.29660302	0.0077589452
0.30431607	0.007358002
0.31202909	0.0068731909
0.31974214	0.0065150606
0.32745516	0.0061506848
0.33516818	0.0058506774
0.34288123	0.0055941036
0.35059425	0.0053044539
0.3583073	0.0051183417
0.36602032	0.0048952284
0.37373337	0.0047336412
0.38144639	0.0045517213
0.38915944	0.0044007301
0.39687246	0.0043020681
0.40458548	0.0041886861
0.41229853	0.004073434
0.42001155	0.0040225354
0.4277246	0.0039434116
0.43543762	0.0038474787
0.44315067	0.0038063233
0.45086369	0.0038172463
0.45857674	0.0038248166
0.46628976	0.0038040811
0.47400281	0.0038757913
0.48171583	0.003904917
0.48942885	0.0039474908
0.4971419	0.0040184706
0.50485492	0.0041148448
0.51256794	0.0042221793
0.52028102	0.0043768915
0.52799404	0.0045477366
0.53570706	0.0047479165
0.54342008	0.0050328835
0.55113316	0.0055040275
0.55884618	0.0061318823
0.5665592	0.0070892405
0.57427222	0.0083849542
0.58198524	0.010070723
0.58969831	0.012342566
0.59741133	0.015024466
0.60512435	0.018472053
0.61283737	0.021618914
0.62055045	0.025227495
0.62826347	0.028580129
0.63597649	0.031461399
0.64368951	0.033527676
0.65140253	0.034154024
0.65911561	0.035388302
0.66682863	0.03702265
0.67454165	0.038038611
0.68225467	0.039263375
0.68996775	0.040447835
0.69768077	0.04159151
0.70539379	0.042644255
0.71310681	0.04276295
0.72081989	0.043378264
0.72853291	0.043867931
0.73624593	0.043117173
0.74395895	0.042209473
0.75167197	0.03970835
0.75938505	0.036892481
0.76709807	0.03373903
0.77481109	0.030361257
0.78252411	0.027403457
0.79023719	0.024712058
0.79795021	0.022703648
0.80566323	0.020699881
0.81337625	0.018875012
0.82108927	0.017363988
0.82880235	0.016004102
0.83651537	0.014926347
0.84422839	0.013706591
0.85194141	0.012587786
0.85965449	0.011419468
0.86736751	0.010362323
0.87508053	0.0093843266
0.88279355	0.0084759928
0.89050663	0.0078241713
0.89821965	0.0073393406
0.90593266	0.0070399935
0.91364568	0.0067652874
0.9213587	0.0065663131
0.92907178	0.0063999793
0.9367848	0.0062316749
0.94449782	0.0061078863
0.95221084	0.00600415
0.95992392	0.0058867545
0.96763694	0.0058278819
0.97534996	0.0057345633
0.98306298	0.0056678071
0.990776	0.0056174668
0.99848908	0.0055569895
1.0062021	0.0055389544
1.0139152	0.0055394555
1.0216281	0.0056708842
1.0293412	0.0058467234
1.0370542	0.0061479365
1.0447673	0.006574058
1.0524803	0.0069394344
1.0601933	0.0072044707
1.0679064	0.0074018594
1.0756193	0.0074402844
1.0833324	0.0074545341
1.0910455	0.0074857329
1.0987585	0.0074586095
1.1064715	0.0073996568
1.1141846	0.0073630665
1.1218976	0.0073421136
1.1296107	0.007353541
1.1373236	0.0073540928
1.1450367	0.0073948377
1.1527498	0.0074521205
1.1604627	0.007430776
1.1681758	0.0073579708
1.1758888	0.0071199173
1.1836019	0.0067993877
1.1913149	0.0063202684
1.1990279	0.0058418182
1.206741	0.0054263715
1.2144541	0.0050989636
1.222167	0.0048784856
1.2298801	0.0047583589
1.2375931	0.0047177183
1.2453061	0.0047000735
1.2530192	0.0046835211
1.2607322	0.0046376726
1.2684453	0.0045570335
1.2761582	0.0044679004
1.2838713	0.0043647783
1.2915844	0.004247989
1.2992973	0.0041358378
1.3070104	0.0040411497
1.3147234	0.0039525982
1.3224365	0.0038755706
1.3301495	0.003796848
1.3378625	0.0037366601
1.3455756	0.0036704773
1.3532887	0.0036135016
1.3610016	0.0035458123
1.3687147	0.0034951323
1.3764277	0.0033768963
1.3841407	0.003235634
1.3918538	0.0030916501
1.3995668	0.0029624824
1.4072798	0.0028495931
1.4149928	0.0027425436
1.4227059	0.0026556225
1.430419	0.0025804339
1.4381319	0.0025197221
1.445845	0.002481648
1.4535581	0.0024471947
1.461271	0.0024051222
1.4689841	0.002376996
1.4766971	0.0023476882
1.4844102	0.0023287879
1.4921232	0.0023032809
1.4998362	0.0022664506
1.5075493	0.0022507091
1.5152622	0.0022476325
1.5229753	0.0022372801
1.5306884	0.0022288733
1.5384014	0.0022254905
1.5461144	0.0022333018
1.5538275	0.002228678
1.5615405	0.0022260535
1.5692536	0.0022316009
1.5769665	0.0022325546
1.5846796	0.0022383088
1.5923927	0.0022511217
1.6001056	0.0022603634
1.6078187	0.0022765377
1.6155317	0.0022961076
1.6232448	0.002319325
1.6309578	0.0023404933
1.6386708	0.0023712087
1.6463839	0.0024042565
1.6540968	0.00245053
1.6618099	0.0024831914
1.669523	0.002521317
1.677236	0.0025434899
1.684949	0.0025957266
1.6926621	0.0026294487
1.7003751	0.0026664345
1.7080882	0.0026940631
1.7158011	0.0027182859
1.7235142	0.0027424917
1.7312273	0.0027630504
