 1.3452899E-01  1.2757555E+07
 1.4251079E-01  1.0883498E+07
 1.5049259E-01  8.9036120E+06
 1.5847439E-01  7.4528520E+06
 1.6645619E-01  6.3047225E+06
 1.7443798E-01  5.5073865E+06
 1.8241978E-01  4.7460230E+06
 1.9040158E-01  4.0558968E+06
 1.9838338E-01  3.6582745E+06
 2.0636517E-01  3.1869268E+06
 2.1434698E-01  2.8359600E+06
 2.2232878E-01  2.5361635E+06
 2.3031057E-01  2.2890922E+06
 2.3829237E-01  2.0455416E+06
 2.4627417E-01  1.8486666E+06
 2.5425598E-01  1.6922126E+06
 2.6223779E-01  1.5543340E+06
 2.7021956E-01  1.4309040E+06
 2.7820137E-01  1.3024996E+06
 2.8618318E-01  1.1987549E+06
 2.9416496E-01  1.1009030E+06
 3.0214676E-01  1.0009209E+06
 3.1012857E-01  9.5739188E+05
 3.1811035E-01  8.8096219E+05
 3.2609215E-01  8.1076600E+05
 3.3407396E-01  7.6679588E+05
 3.4205574E-01  7.0908281E+05
 3.5003757E-01  6.5847706E+05
 3.5801935E-01  6.3449681E+05
 3.6600113E-01  6.0602569E+05
 3.7398297E-01  5.8919388E+05
 3.8196474E-01  5.4858325E+05
 3.8994652E-01  5.2056966E+05
 3.9792836E-01  4.9437703E+05
 4.0591013E-01  4.7374422E+05
 4.1389197E-01  4.5815716E+05
 4.2187375E-01  4.1592128E+05
 4.2985553E-01  4.1310134E+05
 4.3783736E-01  4.1408647E+05
 4.4581914E-01  3.9180872E+05
 4.5380092E-01  3.7280741E+05
 4.6178275E-01  3.6189059E+05
 4.6976453E-01  3.4610488E+05
 4.7774631E-01  3.3670550E+05
 4.8572814E-01  3.2870931E+05
 4.9370992E-01  3.0391128E+05
 5.0169170E-01  3.0030803E+05
 5.0967354E-01  2.8912962E+05
 5.1765531E-01  2.9292881E+05
 5.2563715E-01  2.8311094E+05
 5.3361893E-01  2.7591303E+05
 5.4160070E-01  2.6559738E+05
 5.4958254E-01  2.4997725E+05
 5.5756432E-01  2.4694145E+05
 5.6554610E-01  2.4119255E+05
 5.7352793E-01  2.2551514E+05
 5.8150971E-01  2.2344047E+05
 5.8949149E-01  2.2098078E+05
 5.9747332E-01  2.2220880E+05
 6.0545510E-01  2.1289744E+05
 6.1343688E-01  2.0477945E+05
 6.2141871E-01  2.0175466E+05
 6.2940049E-01  1.9630009E+05
 6.3738233E-01  1.7807156E+05
 6.4536411E-01  1.8163158E+05
 6.5334594E-01  1.7720175E+05
 6.6132772E-01  1.7076019E+05
 6.6930950E-01  1.7295539E+05
 6.7729133E-01  1.6834528E+05
 6.8527311E-01  1.6659184E+05
 6.9325489E-01  1.6257650E+05
 7.0123672E-01  1.5532666E+05
 7.0921850E-01  1.5513727E+05
 7.1720028E-01  1.7052525E+05
 7.2518212E-01  1.5043595E+05
 7.3316389E-01  1.4657955E+05
 7.4114567E-01  1.4840139E+05
 7.4912751E-01  1.5848114E+05
 7.5710928E-01  1.5495661E+05
 7.6509112E-01  1.5099292E+05
 7.7307290E-01  1.4405098E+05
 7.8105468E-01  1.4092098E+05
 7.8903651E-01  1.5022656E+05
 7.9701829E-01  1.4824192E+05
 8.0500007E-01  1.5292305E+05
 8.1298190E-01  1.5031466E+05
 8.2096368E-01  1.4855673E+05
 8.2894546E-01  1.4005791E+05
 8.3692729E-01  1.4688566E+05
 8.4490907E-01  1.3695408E+05
 8.5289091E-01  1.4206019E+05
 8.6087269E-01  1.4682870E+05
 8.6885446E-01  1.4650270E+05
 8.7683630E-01  1.4842559E+05
 8.8481808E-01  1.4269477E+05
 8.9279985E-01  1.3973969E+05
 9.0078169E-01  1.4395997E+05
 9.0876347E-01  1.4310073E+05
 9.1674525E-01  1.4331972E+05
 9.2472708E-01  1.4880381E+05
 9.3270886E-01  1.4193909E+05
 9.4069064E-01  1.3612098E+05
 9.4867247E-01  1.4554925E+05
 9.5665425E-01  1.4828300E+05
 9.6463609E-01  1.5220144E+05
 9.7261786E-01  1.6074392E+05
 9.8059964E-01  1.4706103E+05
 9.8858148E-01  1.6285831E+05
 9.9656326E-01  1.6972334E+05
 1.0045450E+00  1.6186611E+05
 1.0125269E+00  1.6184219E+05
 1.0205086E+00  1.5751081E+05
 1.0284904E+00  1.6004241E+05
 1.0364722E+00  1.7353342E+05
 1.0444540E+00  1.7430755E+05
 1.0524359E+00  1.7611986E+05
 1.0604177E+00  1.7687205E+05
 1.0683994E+00  1.7734214E+05
 1.0763812E+00  1.7889325E+05
 1.0843630E+00  1.8099417E+05
 1.0923448E+00  1.9029467E+05
 1.1003267E+00  1.8896661E+05
 1.1083084E+00  1.9246548E+05
 1.1162902E+00  2.0212998E+05
 1.1242720E+00  2.0450506E+05
 1.1322539E+00  2.1410491E+05
 1.1402357E+00  2.2723584E+05
 1.1482174E+00  2.2996764E+05
 1.1561992E+00  2.3729534E+05
 1.1641810E+00  2.4912375E+05
 1.1721628E+00  2.5689653E+05
 1.1801447E+00  2.6892072E+05
 1.1881264E+00  2.8096269E+05
 1.1961082E+00  2.9562206E+05
 1.2040900E+00  3.0324047E+05
 1.2120718E+00  3.2693312E+05
 1.2200537E+00  3.4542091E+05
 1.2280354E+00  3.8321669E+05
 1.2360172E+00  4.2074922E+05
 1.2439990E+00  4.9831447E+05
 1.2519808E+00  6.2004200E+05
 1.2599626E+00  8.0801438E+05
 1.2679445E+00  1.1027844E+06
 1.2759262E+00  1.5034802E+06
 1.2839080E+00  1.9832748E+06
 1.2918898E+00  2.4170905E+06
 1.2998716E+00  2.6737882E+06
 1.3078535E+00  2.6294058E+06
 1.3158352E+00  2.3180750E+06
 1.3238170E+00  1.8683775E+06
 1.3317988E+00  1.4407186E+06
 1.3397806E+00  1.0967760E+06
 1.3477623E+00  8.3686619E+05
 1.3557442E+00  6.7644606E+05
 1.3637260E+00  5.8037731E+05
 1.3717078E+00  5.0801512E+05
 1.3796896E+00  4.5949278E+05
 1.3876714E+00  4.3283122E+05
 1.3956531E+00  4.0857978E+05
 1.4036350E+00  4.0591719E+05
 1.4116168E+00  3.8991206E+05
 1.4195986E+00  3.8179428E+05
 1.4275804E+00  3.7813647E+05
 1.4355621E+00  3.7312547E+05
 1.4435440E+00  3.6702328E+05
 1.4515258E+00  3.7301038E+05
 1.4595076E+00  3.7184588E+05
 1.4674894E+00  3.6677553E+05
 1.4754711E+00  3.6558691E+05
 1.4834529E+00  3.6018019E+05
 1.4914348E+00  3.6477484E+05
 1.4994166E+00  3.6550722E+05
 1.5073984E+00  3.6485634E+05
 1.5153801E+00  3.7105234E+05
 1.5233619E+00  3.8537575E+05
 1.5313438E+00  4.0857459E+05
 1.5393256E+00  4.4020844E+05
 1.5473074E+00  4.8657747E+05
 1.5552891E+00  5.8449650E+05
 1.5632709E+00  7.1154056E+05
 1.5712527E+00  8.6179656E+05
 1.5792346E+00  1.0320591E+06
 1.5872164E+00  1.1670030E+06
 1.5951982E+00  1.2160274E+06
 1.6031799E+00  1.1515152E+06
 1.6111617E+00  9.7540306E+05
 1.6191436E+00  7.9093331E+05
 1.6271254E+00  6.2689819E+05
 1.6351072E+00  4.9554588E+05
 1.6430889E+00  4.0454559E+05
 1.6510707E+00  3.4892641E+05
 1.6590525E+00  3.0689188E+05
 1.6670344E+00  2.8075438E+05
 1.6750162E+00  2.6523703E+05
 1.6829979E+00  2.5584936E+05
 1.6909797E+00  2.4334098E+05
 1.6989615E+00  2.3130414E+05
 1.7069433E+00  2.2821403E+05
 1.7149252E+00  2.1981602E+05
 1.7229069E+00  2.1610522E+05
 1.7308887E+00  2.1449353E+05
 1.7388705E+00  2.0419972E+05
 1.7468523E+00  2.0162877E+05
 1.7548342E+00  2.0255903E+05
 1.7628160E+00  2.0148988E+05
 1.7707977E+00  2.0315831E+05
 1.7787795E+00  2.0908950E+05
 1.7867613E+00  2.0841722E+05
 1.7947431E+00  2.1826834E+05
 1.8027250E+00  2.2997216E+05
 1.8107067E+00  2.4334150E+05
 1.8186885E+00  2.6323547E+05
 1.8266703E+00  2.8160769E+05
 1.8346521E+00  2.9799272E+05
 1.8426340E+00  3.0471281E+05
 1.8506157E+00  2.9147019E+05
 1.8585975E+00  2.6758866E+05
 1.8665793E+00  2.4313920E+05
 1.8745611E+00  2.2167889E+05
 1.8825428E+00  2.0380745E+05
 1.8905247E+00  1.9195505E+05
 1.8985065E+00  1.7982970E+05
 1.9064883E+00  1.7759083E+05
 1.9144701E+00  1.7254900E+05
 1.9224519E+00  1.6710783E+05
 1.9304338E+00  1.6381384E+05
 1.9384155E+00  1.6317820E+05
 1.9463973E+00  1.6273283E+05
 1.9543791E+00  1.5827778E+05
 1.9623609E+00  1.5285678E+05
 1.9703426E+00  1.5761414E+05
 1.9783245E+00  1.5168367E+05
 1.9863063E+00  1.5668112E+05
 1.9942881E+00  1.5187717E+05
 2.0022697E+00  1.4569275E+05
 2.0102515E+00  1.5377948E+05
 2.0182333E+00  1.5012552E+05
 2.0262153E+00  1.4531694E+05
 2.0341971E+00  1.4589100E+05
 2.0421789E+00  1.4842214E+05
 2.0501606E+00  1.4517602E+05
 2.0581424E+00  1.4329006E+05
 2.0661242E+00  1.4346014E+05
 2.0741060E+00  1.4202731E+05
 2.0820878E+00  1.4585930E+05
 2.0900695E+00  1.3732695E+05
 2.0980513E+00  1.4155589E+05
 2.1060331E+00  1.4639639E+05
 2.1140151E+00  1.4516153E+05
 2.1219969E+00  1.4244459E+05
 2.1299787E+00  1.3962791E+05
 2.1379604E+00  1.3919142E+05
 2.1459422E+00  1.4695619E+05
 2.1539240E+00  1.4226402E+05
 2.1619058E+00  1.4525572E+05
 2.1698875E+00  1.4367050E+05
 2.1778693E+00  1.4844364E+05
 2.1858511E+00  1.4197086E+05
 2.1938329E+00  1.5043588E+05
 2.2018147E+00  1.6159325E+05
 2.2097964E+00  1.6536030E+05
 2.2177782E+00  1.7041220E+05
 2.2257602E+00  1.9169733E+05
 2.2337420E+00  2.1704531E+05
 2.2417238E+00  2.4008183E+05
 2.2497056E+00  2.6684947E+05
 2.2576873E+00  2.7262762E+05
 2.2656691E+00  2.5733622E+05
 2.2736509E+00  2.3778369E+05
 2.2816327E+00  2.0982172E+05
 2.2896144E+00  1.7967602E+05
 2.2975962E+00  1.6528919E+05
 2.3055780E+00  1.5531628E+05
 2.3135600E+00  1.4540044E+05
 2.3215418E+00  1.3185988E+05
 2.3295236E+00  1.3744258E+05
 2.3375053E+00  1.2884963E+05
 2.3454871E+00  1.2469862E+05
 2.3534689E+00  1.3076272E+05
 2.3614507E+00  1.2678381E+05
 2.3694324E+00  1.1794087E+05
 2.3774142E+00  1.1920395E+05
 2.3853960E+00  1.1843188E+05
 2.3933778E+00  1.1616939E+05
 2.4013598E+00  1.1430445E+05
 2.4093416E+00  1.1689934E+05
 2.4173234E+00  1.1786266E+05
 2.4253051E+00  1.1474131E+05
 2.4332869E+00  1.1421175E+05
 2.4412687E+00  1.1400718E+05
 2.4492505E+00  1.1383909E+05
 2.4572322E+00  1.1162305E+05
 2.4652140E+00  1.1196722E+05
 2.4731958E+00  1.0772142E+05
 2.4811776E+00  1.1017115E+05
 2.4891596E+00  1.1908905E+05
 2.4971414E+00  1.1190698E+05
 2.5051231E+00  1.0621884E+05
 2.5131049E+00  1.1762437E+05
 2.5210867E+00  1.1582605E+05
 2.5290685E+00  1.1568480E+05
 2.5370502E+00  1.1236816E+05
 2.5450320E+00  1.1065134E+05
 2.5530138E+00  1.1437841E+05
 2.5609956E+00  1.2308193E+05
 2.5689774E+00  1.2661473E+05
 2.5769594E+00  1.3669333E+05
 2.5849411E+00  1.3538962E+05
 2.5929229E+00  1.4185612E+05
 2.6009047E+00  1.4127709E+05
 2.6088865E+00  1.4341461E+05
 2.6168683E+00  1.4108095E+05
 2.6248500E+00  1.3645786E+05
 2.6328318E+00  1.2422650E+05
 2.6408136E+00  1.1600130E+05
 2.6487954E+00  1.1082896E+05
 2.6567771E+00  1.1256209E+05
 2.6647592E+00  1.0981776E+05
 2.6727409E+00  1.0866611E+05
 2.6807227E+00  1.0346188E+05
 2.6887045E+00  1.0255099E+05
 2.6966863E+00  1.0252473E+05
 2.7046680E+00  1.0237067E+05
 2.7126498E+00  1.0831241E+05
 2.7206316E+00  1.1090316E+05
 2.7286134E+00  1.2008153E+05
 2.7365952E+00  1.2865958E+05
 2.7445769E+00  1.3017967E+05
 2.7525589E+00  1.3811769E+05
 2.7605407E+00  1.4346097E+05
 2.7685225E+00  1.3934519E+05
 2.7765043E+00  1.3446897E+05
 2.7844861E+00  1.1778733E+05
 2.7924678E+00  1.1463555E+05
 2.8004496E+00  9.9362578E+04
 2.8084314E+00  9.6858141E+04
 2.8164132E+00  8.7778133E+04
 2.8243949E+00  8.6301070E+04
 2.8323767E+00  8.1047273E+04
 2.8403587E+00  8.0493656E+04
 2.8483405E+00  8.0420562E+04
 2.8563223E+00  7.0925438E+04
 2.8643041E+00  7.0637797E+04
 2.8722858E+00  7.5849383E+04
 2.8802676E+00  6.8935797E+04
 2.8882494E+00  7.2408406E+04
 2.8962312E+00  6.7041000E+04
 2.9042130E+00  6.3769754E+04
 2.9121947E+00  7.4990266E+04
 2.9201765E+00  7.3276773E+04
 2.9281583E+00  6.6421844E+04
 2.9361403E+00  6.7110969E+04
 2.9441221E+00  5.9990738E+04
 2.9521039E+00  6.6248594E+04
 2.9600856E+00  6.9357031E+04
 2.9680674E+00  6.2590324E+04
 2.9760492E+00  5.7334426E+04
 2.9840310E+00  5.9059211E+04
 2.9920127E+00  6.3007578E+04
 2.9999945E+00  5.7913582E+04
 3.0079763E+00  5.2486227E+04
 3.0159581E+00  5.4820641E+04
 3.0239401E+00  4.8943680E+04
 3.0319219E+00  5.3594441E+04
 3.0399036E+00  4.3343320E+04
 3.0478854E+00  4.7812160E+04
 3.0558672E+00  5.1163887E+04
 3.0638490E+00  4.0487680E+04
 3.0718307E+00  4.3831859E+04
 3.0798125E+00  3.2137447E+04
 3.0877943E+00  3.1035762E+04
 3.0957761E+00  4.0986746E+04
 3.1037579E+00  3.8705348E+04
 3.1117399E+00  4.4296270E+04
 3.1197217E+00  3.6535109E+04
 3.1277034E+00  3.5024832E+04
 3.1356852E+00  4.3704969E+04
 3.1436670E+00  3.7258090E+04
 3.1516488E+00  4.2746391E+04
 3.1596305E+00  3.7009730E+04
 3.1676123E+00  4.8035492E+04
 3.1755941E+00  3.9566094E+04
 3.1835759E+00  3.7831129E+04
 3.1915576E+00  4.0052988E+04
 3.1995397E+00  3.9256066E+04
 3.2075214E+00  3.7774875E+04
 3.2155032E+00  4.4151934E+04
 3.2234850E+00  4.5554379E+04
 3.2314668E+00  3.7024238E+04
 3.2394485E+00  3.1400133E+04
 3.2474303E+00  3.0416281E+04
 3.2554121E+00  2.9486857E+04
 3.2633939E+00  3.5997852E+04
 3.2713757E+00  2.9223959E+04
 3.2793574E+00  2.3890641E+04
 3.2873394E+00  2.9891475E+04
 3.2953212E+00  3.4866613E+04
 3.3033030E+00  3.4078645E+04
 3.3112848E+00  3.0328014E+04
 3.3192666E+00  3.1755529E+04
 3.3272483E+00  2.8407711E+04
 3.3352301E+00  2.6366701E+04
 3.3432119E+00  2.5399951E+04
 3.3511937E+00  2.7946717E+04
 3.3591754E+00  2.1302682E+04
 3.3671572E+00  2.9764502E+04
 3.3751392E+00  2.3914879E+04
 3.3831210E+00  2.0945643E+04
 3.3911028E+00  2.6505814E+04
 3.3990846E+00  3.2115453E+04
 3.4070663E+00  2.3963332E+04
 3.4150481E+00  2.5058164E+04
 3.4230299E+00  2.4882012E+04
 3.4310117E+00  2.5320596E+04
 3.4389935E+00  2.2277162E+04
 3.4469752E+00  2.5002377E+04
 3.4549570E+00  2.6943527E+04
 3.4629390E+00  3.5339734E+04
 3.4709208E+00  2.9835527E+04
